models,r2_score
LinearSVR,0.7987645884879044
LinearRegression,-1.4843686026771376e+20
VotingRegressor,-1.6492984474197787e+19
StackingRegressor,0.567188196826871
HistGradientBoostingRegressor,0.6754127808527521
BaggingRegressor,0.9328112276388172
AdaBoostRegressor,0.7840406644592347
ExtraTreesRegressor,0.9253457205446295
GradientBoostingRegressor,0.8825828552171179
DecisionTreeRegressor,0.9266467905953769
