models,r2_score
LinearSVR,0.8002973531692872
LinearRegression,-1.4843686026771376e+20
VotingRegressor,-1.6492984474197787e+19
StackingRegressor,0.567188196826871
HistGradientBoostingRegressor,0.6754127808527521
BaggingRegressor,0.8999827329120813
AdaBoostRegressor,0.8632754849107293
ExtraTreesRegressor,0.9251404583188325
GradientBoostingRegressor,0.8799639438411464
DecisionTreeRegressor,0.9248683298415674
